acousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness,loudness,valence,loudness_instrumentalness_diff,energy_instrumentalness_diff,danceability_energy_diff,popularity
0.00668,0.938,172181,0.572,0.0,0.0932,0.179,-4.682,0.191,4.682,0.572,0.366,67
0.28,0.894,142728,0.487,1.13e-06,0.32,0.34,-7.049,0.327,7.049001130000001,0.48699887,0.40700000000000003,36
0.0318,0.834,154880,0.597,0.0,0.11,0.304,-7.487,0.176,7.487,0.597,0.237,62
0.328,0.721,165000,0.814,5.63e-06,0.282,0.241,-8.419,0.417,8.419005630000001,0.81399437,0.09299999999999997,50
0.274,0.842,156816,0.574,0.0,0.073,0.302,-8.877,0.35,8.877,0.574,0.268,39
0.00985,0.93,130056,0.682,0.0,0.252,0.358,-7.303,0.412,7.303,0.682,0.248,39
0.275,0.463,250428,0.795,0.0,0.426,0.43,-6.51,0.724,6.51,0.795,0.332,42
0.194,0.749,180240,0.548,0.0,0.16,0.352,-6.223,0.581,6.223,0.548,0.20099999999999996,76
0.107,0.867,144626,0.579,0.0,0.167,0.325,-7.382,0.289,7.382,0.579,0.28800000000000003,42
0.0264,0.801,177031,0.752,0.0,0.125,0.261,-5.492,0.42,5.492,0.752,0.049000000000000044,55
0.0111,0.918,146939,0.519,1.23e-05,0.0806,0.355,-9.101,0.278,9.1010123,0.5189877,0.399,57
0.384,0.688,213289,0.478,0.0,0.0975,0.202,-7.04,0.444,7.04,0.478,0.20999999999999996,67
0.0119,0.949,216100,0.678,0.0,0.236,0.0911,-4.193,0.653,4.193,0.678,0.2709999999999999,56
0.327,0.748,108500,0.561,0.0,0.16,0.0931,-7.095,0.111,7.095,0.561,0.18699999999999994,68
0.00487,0.976,106375,0.665,5.08e-06,0.115,0.152,-5.75,0.756,5.75000508,0.66499492,0.31099999999999994,59
0.0885,0.432,182400,0.706,0.0,0.301,0.403,-6.62,0.396,6.62,0.706,0.27399999999999997,47
0.0434,0.586,110707,0.689,0.0,0.184,0.425,-6.04,0.456,6.04,0.689,0.10299999999999998,77
0.0474,0.57,197200,0.72,0.0,0.0926,0.338,-7.26,0.408,7.26,0.72,0.15000000000000002,38
0.00821,0.841,151191,0.801,0.0,0.129,0.168,-6.883,0.621,6.883,0.801,0.039999999999999925,44
0.526,0.781,149333,0.679,0.0,0.0843,0.292,-8.19,0.642,8.19,0.679,0.10199999999999998,49
0.294,0.72,231818,0.823,0.00531,0.1,0.0565,-6.209,0.648,6.214309999999999,0.8176899999999999,0.10299999999999998,63
0.118,0.794,178068,0.627,2.15e-06,0.0872,0.259,-5.7,0.457,5.70000215,0.62699785,0.16700000000000004,30
0.00721,0.438,191072,0.844,0.0,0.111,0.218,-5.795,0.359,5.795,0.844,0.40599999999999997,42
0.0696,0.761,169898,0.317,0.0,0.367,0.0946,-13.87,0.302,13.87,0.317,0.444,50
0.215,0.807,188733,0.624,0.0,0.0605,0.28,-7.226,0.756,7.226,0.624,0.18300000000000005,34
0.0999,0.877,149289,0.727,1.81e-06,0.348,0.184,-7.078,0.639,7.07800181,0.72699819,0.15000000000000002,53
0.00781,0.553,146144,0.431,0.0,0.162,0.0976,-6.891,0.105,6.891,0.431,0.12200000000000005,43
0.00644,0.825,172023,0.438,0.0,0.091,0.232,-9.795,0.223,9.795,0.438,0.38699999999999996,37
0.0503,0.785,192504,0.451,0.0,0.094,0.104,-8.082,0.216,8.082,0.451,0.334,41
0.0217,0.62,269476,0.796,0.0,0.144,0.36,-6.221,0.534,6.221,0.796,0.17600000000000005,42
0.29,0.66,147692,0.7,0.0,0.154,0.348,-5.456,0.62,5.456,0.7,0.039999999999999925,40
0.0861,0.876,120033,0.56,0.0,0.0795,0.255,-8.547,0.511,8.547,0.56,0.31599999999999995,34
0.133,0.728,158363,0.58,0.0,0.278,0.181,-6.309,0.119,6.309,0.58,0.14800000000000002,52
0.331,0.664,134400,0.538,0.0,0.155,0.336,-5.237,0.408,5.237,0.538,0.126,37
0.0278,0.77,169696,0.678,3.43e-05,0.147,0.178,-4.644,0.215,4.6440343,0.6779657,0.09199999999999997,46
0.0459,0.911,152941,0.663,0.0,0.113,0.278,-6.872,0.437,6.872,0.663,0.248,54
0.00262,0.652,238053,0.663,2.55e-05,0.118,0.337,-6.455,0.379,6.4550255,0.6629745,0.01100000000000001,55
0.0305,0.923,154176,0.68,0.0,0.116,0.298,-6.216,0.744,6.216,0.68,0.243,46
0.0247,0.411,168018,0.565,0.0,0.173,0.139,-7.54,0.578,7.54,0.565,0.15399999999999997,36
0.621,0.79,145058,0.543,0.0,0.0989,0.362,-11.778,0.458,11.778,0.543,0.247,64
0.197,0.849,98038,0.676,0.0,0.0784,0.37,-8.348,0.493,8.348,0.676,0.17299999999999993,39
0.293,0.702,166224,0.531,0.0,0.185,0.271,-10.216,0.52,10.216,0.531,0.17099999999999993,47
0.176,0.566,203946,0.661,0.0,0.094,0.476,-7.155,0.396,7.155,0.661,0.09500000000000008,43
0.394,0.616,134478,0.631,0.0,0.345,0.418,-5.603,0.621,5.603,0.631,0.015000000000000013,41
0.00328,0.568,165781,0.74,0.0,0.175,0.243,-5.792,0.403,5.792,0.74,0.17200000000000004,39
0.18,0.553,177343,0.759,0.0,0.237,0.313,-5.416,0.435,5.416,0.759,0.20599999999999996,23
0.364,0.476,239073,0.598,0.0,0.254,0.0865,-5.436,0.387,5.436,0.598,0.122,47
0.0201,0.841,261544,0.358,0.0,0.39,0.591,-8.368,0.329,8.368,0.358,0.483,89
0.141,0.695,83200,0.555,0.826,0.11,0.0509,-8.5,0.26,9.326,0.2709999999999999,0.1399999999999999,85
0.0852,0.897,145543,0.662,0.0,0.534,0.292,-6.903,0.389,6.903,0.662,0.235,84
0.0203,0.736,212000,0.704,0.0,0.0501,0.0615,-7.409,0.894,7.409,0.704,0.03200000000000003,84
0.127,0.789,219333,0.858,0.0,0.349,0.311,-5.542,0.775,5.542,0.858,0.06899999999999995,83
0.322,0.85,160000,0.664,0.0,0.0475,0.261,-8.119,0.743,8.119,0.664,0.18599999999999994,77
0.0847,0.841,243837,0.728,0.0,0.149,0.0484,-3.37,0.43,3.37,0.728,0.11299999999999999,83
0.0503,0.561,239360,0.52,1.86e-06,0.355,0.244,-9.342,0.424,9.34200186,0.51999814,0.041000000000000036,94
0.000282,0.908,177000,0.621,5.39e-05,0.0958,0.102,-6.638,0.421,6.6380539,0.6209461,0.28700000000000003,83
0.541,0.621,147362,0.386,6.32e-06,0.158,0.374,-11.762,0.243,11.762006320000001,0.38599368,0.235,53
0.16,0.816,270587,0.775,0.00031,0.0543,0.234,-3.323,0.527,3.3233099999999998,0.77469,0.040999999999999925,83
0.217,0.877,162053,0.517,0.0,0.143,0.0706,-5.426,0.255,5.426,0.517,0.36,83
0.212,0.548,216387,0.805,0.000389,0.408,0.351,-5.732,0.648,5.732389,0.8046110000000001,0.257,82
0.0716,0.808,206968,0.644,0.0,0.085,0.329,-6.167,0.512,6.167,0.644,0.16400000000000003,73
0.0546,0.598,175721,0.427,5.83e-06,0.21,0.0317,-8.764,0.0605,8.764005829999999,0.42699417,0.17099999999999999,82
0.0127,0.908,170502,0.546,0.0,0.0707,0.323,-10.491,0.225,10.491,0.546,0.362,90
0.0695,0.791,209811,0.818,0.0,0.114,0.406,-3.93,0.693,3.93,0.818,0.026999999999999913,81
0.0355,0.963,142273,0.346,0.0,0.108,0.53,-9.309,0.562,9.309,0.346,0.617,82
0.345,0.832,132833,0.534,0.0,0.165,0.253,-7.813,0.116,7.813,0.534,0.29799999999999993,81
0.00564,0.617,311867,0.717,0.0,0.408,0.153,-7.858,0.49,7.858,0.717,0.09999999999999998,81
0.0609,0.854,205040,0.569,0.0816,0.1,0.106,-8.151,0.294,8.2326,0.48739999999999994,0.28500000000000003,81
0.00513,0.834,312820,0.73,0.0,0.124,0.222,-3.714,0.446,3.714,0.73,0.10399999999999998,81
0.492,0.829,123987,0.512,0.0,0.12,0.187,-5.865,0.638,5.865,0.512,0.31699999999999995,80
0.104,0.896,196653,0.586,0.0,0.79,0.0559,-6.687,0.642,6.687,0.586,0.31000000000000005,80
0.0332,0.754,198973,0.449,8.29e-05,0.552,0.109,-9.211,0.357,9.211082900000001,0.4489171,0.305,83
0.177,0.83,129882,0.564,0.0,0.128,0.235,-7.822,0.107,7.822,0.564,0.266,80
0.114,0.823,190476,0.586,0.0,0.193,0.2,-6.606,0.347,6.606,0.586,0.237,80
0.41,0.789,165926,0.536,0.0,0.129,0.242,-6.862,0.437,6.862,0.536,0.253,81
0.145,0.901,229827,0.697,0.0,0.287,0.28,-3.439,0.67,3.439,0.697,0.20400000000000007,80
0.0635,0.849,242966,0.424,0.0,0.0834,0.324,-9.579,0.153,9.579,0.424,0.425,83
0.524,0.652,154424,0.631,0.000579,0.165,0.0893,-5.718,0.35,5.718579,0.630421,0.02100000000000002,79
0.259,0.889,180522,0.496,0.0,0.252,0.0905,-6.365,0.544,6.365,0.496,0.393,79
0.0395,0.899,283196,0.582,0.0,0.1,0.264,-7.275,0.505,7.275,0.582,0.31700000000000006,79
0.247,0.746,181733,0.69,0.0,0.101,0.164,-7.956,0.497,7.956,0.69,0.05600000000000005,79
0.00454,0.638,185947,0.523,0.0,0.0842,0.357,-6.664,0.422,6.664,0.523,0.11499999999999999,79
0.392,0.809,180435,0.545,0.0,0.151,0.0735,-6.678,0.244,6.678,0.545,0.264,78
0.106,0.951,218573,0.6,0.0,0.0712,0.0685,-4.675,0.822,4.675,0.6,0.351,78
0.00575,0.711,252070,0.611,0.0,0.231,0.329,-5.453,0.144,5.453,0.611,0.09999999999999998,78
0.099,0.816,253390,0.726,0.0,0.372,0.129,-3.998,0.65,3.998,0.726,0.08999999999999997,78
0.00981,0.629,167916,0.692,0.331,0.603,0.0376,-8.045,0.453,8.376,0.36099999999999993,0.06299999999999994,78
0.0161,0.542,292093,0.914,0.0,0.744,0.113,-4.747,0.576,4.747,0.914,0.372,78
0.0322,0.489,237707,0.692,0.00608,0.315,0.41,-6.672,0.527,6.67808,0.68592,0.20299999999999996,77
0.194,0.729,183907,0.625,0.00986,0.248,0.0315,-5.266,0.261,5.27586,0.61514,0.10399999999999998,77
0.354,0.567,224000,0.515,0.0,0.078,0.247,-10.265,0.321,10.265,0.515,0.051999999999999935,77
0.0187,0.905,190534,0.647,0.0,0.282,0.107,-5.065,0.367,5.065,0.647,0.258,77
0.00783,0.773,136267,0.422,0.00693,0.129,0.187,-4.572,0.488,4.57893,0.41507,0.35100000000000003,77
0.0876,0.907,276147,0.633,2.6e-06,0.106,0.184,-5.145,0.395,5.1450026,0.6329974,0.274,77
0.000866,0.477,236524,0.727,0.0,0.108,0.286,-4.053,0.227,4.053,0.727,0.25,77
0.0706,0.676,237735,0.609,0.0,0.152,0.481,-5.831,0.508,5.831,0.609,0.06700000000000006,76
0.017,0.923,139741,0.604,0.0,0.272,0.245,-6.671,0.826,6.671,0.604,0.31900000000000006,76
0.458,0.662,174474,0.515,0.0,0.163,0.199,-6.867,0.386,6.867,0.515,0.14700000000000002,61
0.00296,0.75,153048,0.714,0.000113,0.137,0.134,-9.032,0.254,9.032113,0.7138869999999999,0.03600000000000003,54
0.0201,0.841,261544,0.358,0.0,0.39,0.591,-8.368,0.329,8.368,0.358,0.483,89
0.0016,0.879,160777,0.504,0.0,0.147,0.271,-8.284,0.335,8.284,0.504,0.375,77
0.18,0.907,199111,0.59,0.0,0.184,0.108,-6.128,0.681,6.128,0.59,0.31700000000000006,74
0.548,0.593,159545,0.755,0.0,0.0542,0.218,-6.157,0.114,6.157,0.755,0.16200000000000003,56
0.074,0.859,127232,0.461,0.0,0.111,0.404,-8.033,0.337,8.033,0.461,0.39799999999999996,51
0.0326,0.896,215352,0.571,0.0,0.196,0.359,-7.853,0.486,7.853,0.571,0.32500000000000007,52
0.0431,0.839,180760,0.642,6.76e-05,0.148,0.0535,-5.581,0.211,5.581067600000001,0.6419324000000001,0.19699999999999995,57
0.0741,0.724,169466,0.8,1.53e-06,0.144,0.415,-6.19,0.562,6.19000153,0.79999847,0.07600000000000007,63
0.375,0.808,217872,0.478,0.0,0.0761,0.381,-8.63,0.335,8.63,0.478,0.33000000000000007,58
0.00189,0.798,187844,0.471,0.0,0.154,0.125,-8.824,0.11,8.824,0.471,0.32700000000000007,71
0.0503,0.561,239360,0.52,1.86e-06,0.355,0.244,-9.342,0.424,9.34200186,0.51999814,0.041000000000000036,94
0.0695,0.791,209811,0.818,0.0,0.114,0.406,-3.93,0.693,3.93,0.818,0.026999999999999913,81
0.0602,0.731,155889,0.657,0.0,0.157,0.493,-6.687,0.302,6.687,0.657,0.07399999999999995,57
0.0307,0.804,164417,0.477,0.0,0.0565,0.207,-5.577,0.206,5.577,0.477,0.32700000000000007,52
0.0899,0.737,203032,0.717,0.0,0.0983,0.154,-4.381,0.67,4.381,0.717,0.020000000000000018,51
0.000113,0.696,168161,0.708,0.0,0.444,0.0438,-4.737,0.287,4.737,0.708,0.01200000000000001,70
0.0549,0.908,187202,0.606,0.0,0.422,0.227,-4.085,0.147,4.085,0.606,0.30200000000000005,69
0.00361,0.738,177789,0.666,0.0,0.107,0.455,-6.97,0.215,6.97,0.666,0.07199999999999995,82
0.00721,0.858,174892,0.536,0.0,0.315,0.19,-4.225,0.421,4.225,0.536,0.32199999999999995,29
0.0496,0.575,242791,0.633,0.0,0.0983,0.375,-6.394,0.407,6.394,0.633,0.05800000000000005,41
0.0647,0.894,112000,0.458,0.0144,0.109,0.363,-12.248,0.382,12.2624,0.4436,0.436,66
0.0716,0.808,206968,0.644,0.0,0.085,0.329,-6.167,0.512,6.167,0.644,0.16400000000000003,73
0.223,0.789,185735,0.632,0.0,0.148,0.428,-6.383,0.729,6.383,0.632,0.15700000000000003,50
0.0864,0.806,213206,0.64,0.0,0.201,0.317,-7.398,0.716,7.398,0.64,0.16600000000000004,79
0.0326,0.862,186331,0.434,0.0,0.197,0.438,-8.651,0.157,8.651,0.434,0.428,58
0.238,0.742,179240,0.236,0.0,0.159,0.743,-14.585,0.656,14.585,0.236,0.506,54
0.0579,0.815,182533,0.742,0.0,0.345,0.245,-4.896,0.584,4.896,0.742,0.07299999999999995,73
0.279,0.782,183048,0.584,0.0,0.29,0.173,-6.175,0.347,6.175,0.584,0.19800000000000006,55
0.0694,0.871,131120,0.695,0.0,0.185,0.266,-5.456,0.295,5.456,0.695,0.17600000000000005,66
0.0395,0.899,283196,0.582,0.0,0.1,0.264,-7.275,0.505,7.275,0.582,0.31700000000000006,79
0.0529,0.805,163114,0.563,0.0,0.102,0.505,-5.85,0.86,5.85,0.563,0.2420000000000001,46
0.192,0.764,131507,0.671,0.0,0.113,0.288,-5.158,0.729,5.158,0.671,0.09299999999999997,65
0.55,0.638,160837,0.604,0.0,0.192,0.104,-5.892,0.625,5.892,0.604,0.03400000000000003,56
0.0387,0.641,217068,0.552,0.0,0.164,0.0474,-8.667,0.325,8.667,0.552,0.08899999999999997,63
0.0296,0.863,152583,0.321,0.0044,0.102,0.537,-10.399,0.162,10.4034,0.3166,0.542,56
0.037,0.817,166039,0.512,0.0,0.216,0.0984,-6.943,0.17,6.943,0.512,0.30499999999999994,75
0.147,0.792,144568,0.547,8.7e-06,0.148,0.146,-8.193,0.349,8.1930087,0.5469913000000001,0.245,57
0.231,0.761,203481,0.556,0.0,0.114,0.255,-6.64,0.216,6.64,0.556,0.20499999999999996,60
0.291,0.642,168000,0.814,0.0,0.316,0.225,-3.876,0.23,3.876,0.814,0.17199999999999993,55
0.143,0.652,202542,0.577,0.0,0.101,0.275,-8.335,0.252,8.335,0.577,0.07500000000000007,45
0.00223,0.713,203212,0.547,0.0,0.192,0.323,-6.968,0.326,6.968,0.547,0.16599999999999993,46
0.0707,0.822,165857,0.585,0.0,0.104,0.106,-5.111,0.622,5.111,0.585,0.237,47
0.00824,0.794,116906,0.811,0.0,0.558,0.367,-5.215,0.588,5.215,0.811,0.017000000000000015,64
0.0625,0.526,172987,0.625,0.0,0.271,0.149,-7.909,0.525,7.909,0.625,0.09899999999999998,50
0.183,0.824,202257,0.527,0.0,0.43,0.43,-6.981,0.569,6.981,0.527,0.29699999999999993,47
0.0165,0.808,115777,0.867,0.0,0.203,0.243,-4.365,0.926,4.365,0.867,0.05899999999999994,44
0.501,0.769,127807,0.329,0.0,0.107,0.487,-10.667,0.682,10.667,0.329,0.44,52
0.02,0.881,197587,0.579,0.0,0.127,0.244,-8.738,0.524,8.738,0.579,0.30200000000000005,51
0.337,0.851,164041,0.819,0.000153,0.0658,0.212,-5.173,0.903,5.173153,0.818847,0.03200000000000003,71
0.0652,0.486,123891,0.545,0.00474,0.0642,0.0336,-7.924,0.0385,7.92874,0.5402600000000001,0.05900000000000005,87
0.13,0.953,207341,0.738,0.00732,0.241,0.293,-4.941,0.6,4.94832,0.73068,0.21499999999999997,32
0.0331,0.63,281985,0.505,0.0,0.0713,0.244,-4.923,0.578,4.923,0.505,0.125,72
0.707,0.742,182507,0.498,0.0,0.109,0.0498,-6.121,0.926,6.121,0.498,0.244,73
0.193,0.827,111817,0.547,0.0,0.121,0.365,-9.951,0.586,9.951,0.547,0.2799999999999999,62
0.222,0.691,159331,0.656,0.00111,0.153,0.0679,-5.673,0.393,5.67411,0.65489,0.03499999999999992,74
0.0818,0.892,176682,0.684,0.0,0.14,0.426,-5.139,0.494,5.139,0.684,0.20799999999999996,56
0.66,0.723,119074,0.764,0.0,0.0972,0.337,-7.859,0.517,7.859,0.764,0.041000000000000036,31
0.012,0.681,167724,0.848,0.0,0.147,0.305,-4.222,0.288,4.222,0.848,0.16699999999999993,67
0.252,0.783,96000,0.853,5.64e-06,0.0743,0.292,-4.787,0.948,4.78700564,0.85299436,0.06999999999999995,65
0.438,0.751,176134,0.805,0.0,0.105,0.246,-5.017,0.899,5.017,0.805,0.05400000000000005,71
0.159,0.739,138947,0.801,0.0,0.282,0.349,-7.667,0.72,7.667,0.801,0.062000000000000055,52
0.284,0.782,86808,0.868,0.0,0.383,0.316,-2.979,0.581,2.979,0.868,0.08599999999999997,48
0.241,0.677,153600,0.619,0.0,0.209,0.413,-10.262,0.67,10.262,0.619,0.05800000000000005,44
0.274,0.784,123552,0.637,0.0,0.0984,0.248,-6.061,0.626,6.061,0.637,0.14700000000000002,56
0.101,0.886,136696,0.434,1.22e-06,0.297,0.403,-12.106,0.785,12.10600122,0.43399878,0.452,72
0.124,0.677,156800,0.58,0.0,0.177,0.422,-7.858,0.228,7.858,0.58,0.09700000000000009,46
0.0923,0.629,118021,0.712,0.0,0.239,0.45,-5.59,0.677,5.59,0.712,0.08299999999999996,48
0.294,0.561,143027,0.852,0.0,0.277,0.441,-5.54,0.646,5.54,0.852,0.2909999999999999,41
0.00487,0.954,160447,0.583,0.0,0.115,0.126,-3.345,0.534,3.345,0.583,0.371,31
0.016,0.88,148421,0.709,0.0,0.11,0.196,-7.013,0.501,7.013,0.709,0.17100000000000004,37
0.0715,0.848,147692,0.569,0.0,0.113,0.0569,-6.704,0.267,6.704,0.569,0.279,44
0.185,0.438,206667,0.771,0.0,0.215,0.471,-5.833,0.54,5.833,0.771,0.333,40
0.233,0.787,104960,0.412,0.0831,0.117,0.391,-11.016,0.277,11.0991,0.32889999999999997,0.37500000000000006,68
0.579,0.865,151579,0.708,0.0,0.161,0.387,-7.823,0.794,7.823,0.708,0.15700000000000003,45
0.211,0.793,160994,0.785,0.0,0.2,0.358,-5.007,0.486,5.007,0.785,0.008000000000000007,42
0.129,0.816,171480,0.535,0.0,0.133,0.27,-7.937,0.364,7.937,0.535,0.2809999999999999,40
0.266,0.886,170667,0.634,0.0,0.0798,0.269,-6.117,0.67,6.117,0.634,0.252,52
0.366,0.669,178417,0.925,0.0,0.341,0.403,-2.98,0.757,2.98,0.925,0.256,42
0.173,0.629,105195,0.692,0.0,0.0675,0.0678,-3.332,0.737,3.332,0.692,0.06299999999999994,37
0.247,0.939,187376,0.713,0.0,0.0732,0.206,-6.964,0.69,6.964,0.713,0.22599999999999998,59
0.213,0.744,106667,0.6,8.12e-06,0.0867,0.164,-5.525,0.584,5.525008120000001,0.59999188,0.14400000000000002,60
0.00377,0.763,131053,0.726,0.0,0.0719,0.109,-5.61,0.327,5.61,0.726,0.03700000000000003,61
0.00315,0.698,139091,0.847,0.0,0.216,0.231,-4.859,0.234,4.859,0.847,0.14900000000000002,52
0.0128,0.373,146032,0.661,0.0,0.246,0.151,-7.994,0.274,7.994,0.661,0.28800000000000003,55
0.467,0.644,134163,0.794,0.0,0.106,0.366,-5.6,0.495,5.6,0.794,0.15000000000000002,40
0.184,0.802,138658,0.577,0.0,0.226,0.29,-5.434,0.502,5.434,0.577,0.2250000000000001,54
0.659,0.61,209864,0.687,1.14e-06,0.174,0.262,-7.24,0.441,7.24000114,0.6869988600000001,0.07700000000000007,62
0.000604,0.707,109714,0.534,0.0,0.137,0.0721,-7.872,0.154,7.872,0.534,0.17299999999999993,33
0.0656,0.805,175379,0.62,0.0,0.231,0.236,-7.284,0.488,7.284,0.62,0.18500000000000005,65
0.383,0.655,111537,0.796,0.0,0.108,0.33,-4.723,0.303,4.723,0.796,0.14100000000000001,41
0.00593,0.822,157060,0.45,8.06e-06,0.112,0.0607,-8.066,0.274,8.066008060000001,0.44999194000000003,0.37199999999999994,44
0.00344,0.76,218880,0.288,6.4e-06,0.112,0.403,-14.68,0.608,14.6800064,0.28799359999999996,0.47200000000000003,47
0.0013,0.677,146824,0.343,1.57e-05,0.132,0.439,-9.777,0.199,9.7770157,0.3429843,0.334,56
0.0831,0.752,135385,0.512,0.0,0.116,0.413,-7.953,0.503,7.953,0.512,0.24,53
0.0646,0.785,145980,0.666,1.17e-06,0.111,0.0424,-6.069,0.427,6.06900117,0.66599883,0.119,42
0.243,0.667,156000,0.698,0.0,0.135,0.312,-6.815,0.482,6.815,0.698,0.030999999999999917,34
0.077,0.465,235200,0.546,0.0,0.314,0.295,-8.749,0.186,8.749,0.546,0.08100000000000002,54
0.142,0.795,199708,0.416,0.0,0.114,0.399,-12.305,0.591,12.305,0.416,0.37900000000000006,44
0.124,0.765,170526,0.477,0.0,0.111,0.305,-10.082,0.676,10.082,0.477,0.28800000000000003,43
0.0547,0.787,163615,0.711,0.0139,0.22,0.124,-6.703,0.682,6.7169,0.6970999999999999,0.07600000000000007,36
0.0746,0.468,174514,0.576,0.0,0.109,0.419,-7.782,0.0898,7.782,0.576,0.10799999999999993,57
0.0987,0.837,170710,0.714,0.0,0.331,0.0964,-3.53,0.252,3.53,0.714,0.123,44
0.121,0.831,157687,0.441,0.0,0.106,0.296,-10.104,0.534,10.104,0.441,0.38999999999999996,51
0.0994,0.32,249675,0.852,0.0,0.179,0.45,-6.192,0.852,6.192,0.852,0.532,62
0.412,0.527,139617,0.512,0.0,0.137,0.407,-9.936,0.344,9.936,0.512,0.015000000000000013,47
0.205,0.537,204107,0.854,0.0,0.16,0.303,-6.103,0.564,6.103,0.854,0.31699999999999995,52
0.177,0.906,158350,0.807,0.0,0.11,0.294,-4.401,0.813,4.401,0.807,0.09899999999999998,70
0.3,0.695,125793,0.848,0.0,0.0924,0.411,-8.795,0.713,8.795,0.848,0.15300000000000002,39
0.111,0.778,129802,0.702,0.0,0.0784,0.481,-7.413,0.683,7.413,0.702,0.07600000000000007,40
0.00645,0.737,165405,0.81,0.000212,0.0832,0.106,-7.512,0.304,7.512212,0.8097880000000001,0.07300000000000006,37
0.155,0.694,149333,0.429,0.0,0.112,0.29,-7.974,0.405,7.974,0.429,0.26499999999999996,32
0.0266,0.815,123481,0.644,0.0,0.18,0.382,-6.46,0.581,6.46,0.644,0.17099999999999993,43
0.279,0.8,145607,0.65,0.0,0.0888,0.388,-9.954,0.341,9.954,0.65,0.15000000000000002,66
0.000613,0.779,120000,0.816,0.0,0.0987,0.271,-4.91,0.774,4.91,0.816,0.03699999999999992,36
0.175,0.562,217032,0.508,0.000666,0.167,0.303,-13.009,0.37,13.009666000000001,0.507334,0.05400000000000005,49
0.0398,0.576,178041,0.596,0.0,0.0975,0.108,-7.774,0.338,7.774,0.596,0.020000000000000018,73
0.734,0.49,164694,0.667,6.14e-06,0.212,0.205,-9.33,0.555,9.33000614,0.66699386,0.17700000000000005,44
0.22,0.792,175221,0.724,1e-06,0.376,0.273,-2.992,0.646,2.992001,0.723999,0.06800000000000006,60
0.136,0.724,161175,0.754,0.0,0.452,0.326,-4.917,0.682,4.917,0.754,0.030000000000000027,28
0.184,0.764,227352,0.757,0.0,0.157,0.32,-8.683,0.803,8.683,0.757,0.007000000000000006,38
0.0973,0.376,214196,0.944,0.0,0.27,0.494,-5.553,0.405,5.553,0.944,0.568,34
0.394,0.445,165576,0.629,0.0,0.313,0.604,-9.228,0.531,9.228,0.629,0.184,47
0.0633,0.863,168118,0.728,0.0,0.574,0.286,-6.358,0.663,6.358,0.728,0.135,60
0.407,0.684,191290,0.515,0.00443,0.115,0.0609,-9.041,0.351,9.04543,0.51057,0.16900000000000004,43
0.0247,0.524,150330,0.729,0.0,0.097,0.387,-6.093,0.647,6.093,0.729,0.20499999999999996,40
0.124,0.713,148193,0.94,0.0,0.307,0.494,-5.038,0.815,5.038,0.94,0.22699999999999998,41
0.0449,0.778,123429,0.683,2.02e-06,0.119,0.302,-7.017,0.227,7.0170020200000005,0.68299798,0.09499999999999997,32
0.054,0.498,150000,0.625,0.0,0.175,0.342,-7.452,0.478,7.452,0.625,0.127,78
0.101,0.826,196312,0.672,0.0,0.13,0.388,-7.348,0.852,7.348,0.672,0.15399999999999991,51
0.517,0.473,172725,0.659,2.31e-05,0.118,0.297,-7.682,0.163,7.6820231,0.6589769,0.18600000000000005,42
0.282,0.863,164225,0.637,0.0,0.0988,0.319,-6.17,0.72,6.17,0.637,0.22599999999999998,44
0.0541,0.45,196885,0.736,0.0,0.198,0.254,-6.663,0.795,6.663,0.736,0.286,55
0.343,0.457,142214,0.741,0.0,0.104,0.605,-6.185,0.709,6.185,0.741,0.284,46
0.027,0.853,250170,0.461,0.0,0.091,0.0963,-9.266,0.33,9.266,0.461,0.39199999999999996,54
0.225,0.603,173165,0.845,0.0,0.267,0.342,-5.527,0.642,5.527,0.845,0.242,36
0.151,0.897,138146,0.471,0.0,0.136,0.249,-7.567,0.2,7.567,0.471,0.42600000000000005,29
0.415,0.597,245053,0.31,0.0,0.101,0.491,-10.418,0.368,10.418,0.31,0.287,24
0.421,0.502,193629,0.718,0.0,0.135,0.331,-6.251,0.544,6.251,0.718,0.21599999999999997,30
0.0109,0.646,117211,0.828,0.0,0.119,0.49,-6.016,0.51,6.016,0.828,0.18199999999999994,60
0.0768,0.545,105693,0.545,0.0,0.121,0.301,-8.631,0.122,8.631,0.545,0.0,69
0.492,0.752,108311,0.89,0.0,0.122,0.726,-4.201,0.613,4.201,0.89,0.138,60
0.659,0.7,127929,0.751,0.0,0.112,0.142,-4.947,0.883,4.947,0.751,0.051000000000000045,63
0.413,0.617,165122,0.625,0.0,0.106,0.283,-8.601,0.209,8.601,0.625,0.008000000000000007,35
0.0256,0.876,131977,0.669,0.0,0.227,0.373,-4.742,0.286,4.742,0.669,0.20699999999999996,54
0.239,0.787,110472,0.718,0.0,0.138,0.394,-5.991,0.661,5.991,0.718,0.06900000000000006,49
0.151,0.712,159627,0.575,0.0,0.149,0.314,-6.352,0.331,6.352,0.575,0.137,38
0.209,0.724,143700,0.669,0.0,0.119,0.533,-10.761,0.372,10.761,0.669,0.05499999999999994,23
0.0138,0.707,162237,0.786,2.18e-06,0.155,0.154,-5.62,0.316,5.62000218,0.7859978200000001,0.07900000000000007,48
0.101,0.847,139038,0.916,0.000766,0.118,0.222,-5.757,0.751,5.757765999999999,0.915234,0.06900000000000006,77
